"","START","END","Season","Stream","SIM"
"1","CRO1","CRO1","Spring","CRO",1
"2","CRO1","CRO2","Spring","CRO",0.966101694915254
"3","CRO1","CRO3","Spring","CRO",1
"4","CRO1","CRO4","Spring","CRO",0.966101694915254
"5","CRO1","CRO5","Spring","CRO",0.966101694915254
"6","CRO1","CRO6","Spring","CRO",0.966101694915254
"7","CRO1","CRO7","Spring","CRO",0.966101694915254
"8","CRO2","CRO1","Spring","CRO",0.966101694915254
"9","CRO2","CRO2","Spring","CRO",1
"10","CRO2","CRO3","Spring","CRO",0.966101694915254
"11","CRO2","CRO4","Spring","CRO",1
"12","CRO2","CRO5","Spring","CRO",1
"13","CRO2","CRO6","Spring","CRO",1
"14","CRO2","CRO7","Spring","CRO",1
"15","CRO3","CRO2","Spring","CRO",0.966101694915254
"16","CRO3","CRO3","Spring","CRO",1
"17","CRO3","CRO4","Spring","CRO",0.966101694915254
"18","CRO3","CRO5","Spring","CRO",0.966101694915254
"19","CRO3","CRO6","Spring","CRO",0.966101694915254
"20","CRO3","CRO7","Spring","CRO",0.966101694915254
"21","CRO4","CRO3","Spring","CRO",0.966101694915254
"22","CRO4","CRO4","Spring","CRO",1
"23","CRO4","CRO5","Spring","CRO",1
"24","CRO4","CRO6","Spring","CRO",1
"25","CRO4","CRO7","Spring","CRO",1
"26","CRO5","CRO4","Spring","CRO",1
"27","CRO5","CRO5","Spring","CRO",1
"28","CRO5","CRO6","Spring","CRO",1
"29","CRO5","CRO7","Spring","CRO",1
"30","CRO6","CRO5","Spring","CRO",1
"31","CRO6","CRO6","Spring","CRO",1
"32","CRO6","CRO7","Spring","CRO",1
"33","CRO7","CRO6","Spring","CRO",1
"34","CRO7","CRO7","Spring","CRO",1
"35","EAS1","EAS1","Spring","EAS",1
"36","EAS1","EAS2","Spring","EAS",1
"37","EAS1","EAS3","Spring","EAS",0.966101694915254
"38","EAS1","EAS4","Spring","EAS",0.966101694915254
"39","EAS1","EAS5","Spring","EAS",0.966101694915254
"40","EAS1","EAS6","Spring","EAS",0.966101694915254
"41","EAS1","EAS7","Spring","EAS",0.966101694915254
"42","EAS1","EAS8","Spring","EAS",0.966101694915254
"43","EAS1","EAS9","Spring","EAS",0.966101694915254
"44","EAS2","EAS1","Spring","EAS",1
"45","EAS2","EAS2","Spring","EAS",1
"46","EAS2","EAS3","Spring","EAS",0.966101694915254
"47","EAS2","EAS4","Spring","EAS",0.966101694915254
"48","EAS2","EAS5","Spring","EAS",0.966101694915254
"49","EAS2","EAS6","Spring","EAS",0.966101694915254
"50","EAS2","EAS7","Spring","EAS",0.966101694915254
"51","EAS2","EAS8","Spring","EAS",0.966101694915254
"52","EAS2","EAS9","Spring","EAS",0.966101694915254
"53","EAS3","EAS2","Spring","EAS",0.966101694915254
"54","EAS3","EAS3","Spring","EAS",1
"55","EAS3","EAS4","Spring","EAS",1
"56","EAS3","EAS5","Spring","EAS",1
"57","EAS3","EAS6","Spring","EAS",1
"58","EAS3","EAS7","Spring","EAS",1
"59","EAS3","EAS8","Spring","EAS",1
"60","EAS3","EAS9","Spring","EAS",1
"61","EAS4","EAS3","Spring","EAS",1
"62","EAS4","EAS4","Spring","EAS",1
"63","EAS4","EAS5","Spring","EAS",1
"64","EAS4","EAS6","Spring","EAS",1
"65","EAS4","EAS7","Spring","EAS",1
"66","EAS4","EAS8","Spring","EAS",1
"67","EAS4","EAS9","Spring","EAS",1
"68","EAS5","EAS4","Spring","EAS",1
"69","EAS5","EAS5","Spring","EAS",1
"70","EAS5","EAS6","Spring","EAS",1
"71","EAS5","EAS7","Spring","EAS",1
"72","EAS5","EAS8","Spring","EAS",1
"73","EAS5","EAS9","Spring","EAS",1
"74","EAS6","EAS5","Spring","EAS",1
"75","EAS6","EAS6","Spring","EAS",1
"76","EAS6","EAS7","Spring","EAS",1
"77","EAS6","EAS8","Spring","EAS",1
"78","EAS6","EAS9","Spring","EAS",1
"79","EAS7","EAS6","Spring","EAS",1
"80","EAS7","EAS7","Spring","EAS",1
"81","EAS7","EAS8","Spring","EAS",1
"82","EAS7","EAS9","Spring","EAS",1
"83","EAS8","EAS7","Spring","EAS",1
"84","EAS8","EAS8","Spring","EAS",1
"85","EAS8","EAS9","Spring","EAS",1
"86","EAS9","EAS8","Spring","EAS",1
"87","EAS9","EAS9","Spring","EAS",1
"88","FRY1","FRY1","Spring","FRY",1
"89","FRY1","FRY2","Spring","FRY",1
"90","FRY1","FRY3","Spring","FRY",0.982456140350877
"91","FRY1","FRY4","Spring","FRY",0.982456140350877
"92","FRY1","FRY5","Spring","FRY",0.982456140350877
"93","FRY1","FRY6","Spring","FRY",1
"94","FRY1","FRY7","Spring","FRY",1
"95","FRY1","FRY8","Spring","FRY",1
"96","FRY1","FRY9","Spring","FRY",1
"97","FRY2","FRY1","Spring","FRY",1
"98","FRY2","FRY2","Spring","FRY",1
"99","FRY2","FRY3","Spring","FRY",0.982456140350877
"100","FRY2","FRY4","Spring","FRY",0.982456140350877
"101","FRY2","FRY5","Spring","FRY",0.982456140350877
"102","FRY2","FRY6","Spring","FRY",1
"103","FRY2","FRY7","Spring","FRY",1
"104","FRY2","FRY8","Spring","FRY",1
"105","FRY2","FRY9","Spring","FRY",1
"106","FRY3","FRY2","Spring","FRY",0.982456140350877
"107","FRY3","FRY3","Spring","FRY",1
"108","FRY3","FRY4","Spring","FRY",1
"109","FRY3","FRY5","Spring","FRY",1
"110","FRY3","FRY6","Spring","FRY",0.982456140350877
"111","FRY3","FRY7","Spring","FRY",0.982456140350877
"112","FRY3","FRY8","Spring","FRY",0.982456140350877
"113","FRY3","FRY9","Spring","FRY",0.982456140350877
"114","FRY4","FRY3","Spring","FRY",1
"115","FRY4","FRY4","Spring","FRY",1
"116","FRY4","FRY5","Spring","FRY",1
"117","FRY4","FRY6","Spring","FRY",0.982456140350877
"118","FRY4","FRY7","Spring","FRY",0.982456140350877
"119","FRY4","FRY8","Spring","FRY",0.982456140350877
"120","FRY4","FRY9","Spring","FRY",0.982456140350877
"121","FRY5","FRY4","Spring","FRY",1
"122","FRY5","FRY5","Spring","FRY",1
"123","FRY5","FRY6","Spring","FRY",0.982456140350877
"124","FRY5","FRY7","Spring","FRY",0.982456140350877
"125","FRY5","FRY8","Spring","FRY",0.982456140350877
"126","FRY5","FRY9","Spring","FRY",0.982456140350877
"127","FRY6","FRY5","Spring","FRY",0.982456140350877
"128","FRY6","FRY6","Spring","FRY",1
"129","FRY6","FRY7","Spring","FRY",1
"130","FRY6","FRY8","Spring","FRY",1
"131","FRY6","FRY9","Spring","FRY",1
"132","FRY7","FRY6","Spring","FRY",1
"133","FRY7","FRY7","Spring","FRY",1
"134","FRY7","FRY8","Spring","FRY",1
"135","FRY7","FRY9","Spring","FRY",1
"136","FRY8","FRY7","Spring","FRY",1
"137","FRY8","FRY8","Spring","FRY",1
"138","FRY8","FRY9","Spring","FRY",1
"139","FRY9","FRY8","Spring","FRY",1
"140","FRY9","FRY9","Spring","FRY",1
"141","LLW1","LLW1","Spring","LLW",1
"142","LLW1","LLW2","Spring","LLW",0.966101694915254
"143","LLW1","LLW3","Spring","LLW",0.949152542372881
"144","LLW1","LLW4","Spring","LLW",0.966101694915254
"145","LLW1","LLW5","Spring","LLW",0.966101694915254
"146","LLW1","LLW6","Spring","LLW",1
"147","LLW2","LLW1","Spring","LLW",0.966101694915254
"148","LLW2","LLW2","Spring","LLW",1
"149","LLW2","LLW3","Spring","LLW",0.915254237288136
"150","LLW2","LLW4","Spring","LLW",0.932203389830508
"151","LLW2","LLW5","Spring","LLW",0.932203389830508
"152","LLW2","LLW6","Spring","LLW",0.966101694915254
"153","LLW3","LLW2","Spring","LLW",0.915254237288136
"154","LLW3","LLW3","Spring","LLW",1
"155","LLW3","LLW4","Spring","LLW",0.915254237288136
"156","LLW3","LLW5","Spring","LLW",0.915254237288136
"157","LLW3","LLW6","Spring","LLW",0.949152542372881
"158","LLW4","LLW3","Spring","LLW",0.915254237288136
"159","LLW4","LLW4","Spring","LLW",1
"160","LLW4","LLW5","Spring","LLW",1
"161","LLW4","LLW6","Spring","LLW",0.966101694915254
"162","LLW5","LLW4","Spring","LLW",1
"163","LLW5","LLW5","Spring","LLW",1
"164","LLW5","LLW6","Spring","LLW",0.966101694915254
"165","LLW6","LLW5","Spring","LLW",0.966101694915254
"166","LLW6","LLW6","Spring","LLW",1
"167","ROL1","ROL1","Spring","ROL",1
"168","ROL1","ROL2","Spring","ROL",0.982456140350877
"169","ROL1","ROL3","Spring","ROL",0.894736842105263
"170","ROL1","ROL4","Spring","ROL",1
"171","ROL1","ROL5","Spring","ROL",0.859649122807018
"172","ROL1","ROL6","Spring","ROL",0.87719298245614
"173","ROL1","ROL7","Spring","ROL",0.859649122807018
"174","ROL2","ROL1","Spring","ROL",0.982456140350877
"175","ROL2","ROL2","Spring","ROL",1
"176","ROL2","ROL3","Spring","ROL",0.87719298245614
"177","ROL2","ROL4","Spring","ROL",0.982456140350877
"178","ROL2","ROL5","Spring","ROL",0.842105263157895
"179","ROL2","ROL6","Spring","ROL",0.859649122807018
"180","ROL2","ROL7","Spring","ROL",0.842105263157895
"181","ROL3","ROL2","Spring","ROL",0.87719298245614
"182","ROL3","ROL3","Spring","ROL",1
"183","ROL3","ROL4","Spring","ROL",0.894736842105263
"184","ROL3","ROL5","Spring","ROL",0.96078431372549
"185","ROL3","ROL6","Spring","ROL",0.980392156862745
"186","ROL3","ROL7","Spring","ROL",0.96078431372549
"187","ROL4","ROL3","Spring","ROL",0.894736842105263
"188","ROL4","ROL4","Spring","ROL",1
"189","ROL4","ROL5","Spring","ROL",0.859649122807018
"190","ROL4","ROL6","Spring","ROL",0.87719298245614
"191","ROL4","ROL7","Spring","ROL",0.859649122807018
"192","ROL5","ROL4","Spring","ROL",0.859649122807018
"193","ROL5","ROL5","Spring","ROL",1
"194","ROL5","ROL6","Spring","ROL",0.941176470588235
"195","ROL5","ROL7","Spring","ROL",0.92156862745098
"196","ROL6","ROL5","Spring","ROL",0.941176470588235
"197","ROL6","ROL6","Spring","ROL",1
"198","ROL6","ROL7","Spring","ROL",0.98
"199","ROL7","ROL6","Spring","ROL",0.98
"200","ROL7","ROL7","Spring","ROL",1
"201","SPC1","SPC1","Spring","SPC",1
"202","SPC1","SPC2","Spring","SPC",0.966101694915254
"203","SPC1","SPC3","Spring","SPC",1
"204","SPC1","SPC4","Spring","SPC",0.966101694915254
"205","SPC1","SPC5","Spring","SPC",1
"206","SPC1","SPC6","Spring","SPC",0.949152542372881
"207","SPC1","SPC7","Spring","SPC",0.966101694915254
"208","SPC1","SPC8","Spring","SPC",0.949152542372881
"209","SPC2","SPC1","Spring","SPC",0.966101694915254
"210","SPC2","SPC2","Spring","SPC",1
"211","SPC2","SPC3","Spring","SPC",0.966101694915254
"212","SPC2","SPC4","Spring","SPC",1
"213","SPC2","SPC5","Spring","SPC",0.966101694915254
"214","SPC2","SPC6","Spring","SPC",0.982456140350877
"215","SPC2","SPC7","Spring","SPC",1
"216","SPC2","SPC8","Spring","SPC",0.982456140350877
"217","SPC3","SPC2","Spring","SPC",0.966101694915254
"218","SPC3","SPC3","Spring","SPC",1
"219","SPC3","SPC4","Spring","SPC",0.966101694915254
"220","SPC3","SPC5","Spring","SPC",1
"221","SPC3","SPC6","Spring","SPC",0.949152542372881
"222","SPC3","SPC7","Spring","SPC",0.966101694915254
"223","SPC3","SPC8","Spring","SPC",0.949152542372881
"224","SPC4","SPC3","Spring","SPC",0.966101694915254
"225","SPC4","SPC4","Spring","SPC",1
"226","SPC4","SPC5","Spring","SPC",0.966101694915254
"227","SPC4","SPC6","Spring","SPC",0.982456140350877
"228","SPC4","SPC7","Spring","SPC",1
"229","SPC4","SPC8","Spring","SPC",0.982456140350877
"230","SPC5","SPC4","Spring","SPC",0.966101694915254
"231","SPC5","SPC5","Spring","SPC",1
"232","SPC5","SPC6","Spring","SPC",0.949152542372881
"233","SPC5","SPC7","Spring","SPC",0.966101694915254
"234","SPC5","SPC8","Spring","SPC",0.949152542372881
"235","SPC6","SPC5","Spring","SPC",0.949152542372881
"236","SPC6","SPC6","Spring","SPC",1
"237","SPC6","SPC7","Spring","SPC",0.982456140350877
"238","SPC6","SPC8","Spring","SPC",1
"239","SPC7","SPC6","Spring","SPC",0.982456140350877
"240","SPC7","SPC7","Spring","SPC",1
"241","SPC7","SPC8","Spring","SPC",0.982456140350877
"242","SPC8","SPC7","Spring","SPC",0.982456140350877
"243","SPC8","SPC8","Spring","SPC",1
