"","Hshannon","Hsimpson","rich","J","rich.E","rich.P","rich.T","rich.C","rich.D","rich.less.E","rich.EPT","rich.T.less.H","pT.less.H","rich.EPT.less.H","pEPT.less.H","pEPT","pEPT.less.Cheum","pEPT.less.HBL","rich.PT","pE","rich.E.less.B","pE.less.B","pP","pP.less.Leuc","pP.less.Amph","pP.less.Allo","pP.less.LAA","pT","pPT.H","pChi","pD","pOligo","pChiO","p1dom","p2dom","p5dom","rich.SH","rich.CG","rich.SC","rich.SC.less.E","rich.CF","rich.PR","pSH","pCG","pSC","pSC.less.E","pCF","pPR","rich.Cling","pCling","rich.Burrow","pBurrow","rich.Sprawl","pSprawl","rich.Swimm","pSwimm","div.shan","div.simp","even.pielou","rich.INT","rich.TOL","pTOL","sc.uScm"
"rich.E.less.B",-0.288675134594813,-0.577350269189626,0.0728219081254419,-0.433012701892219,0.724568837309472,0.293972367896066,-0.881917103688197,-0.716649814429432,0.529366374234268,-0.146986183948033,-0.453742606486515,-0.831861445225278,-0.288675134594813,0.074183183094877,0.866025403784439,0.433012701892219,0.433012701892219,0.577350269189626,-0.816015014043648,0.721687836487032,1,0.721687836487032,0.866025403784439,-0.866025403784439,0.866025403784439,0.433012701892219,-0.866025403784439,-0.866025403784439,0.433012701892219,-0.144337567297406,-0.433012701892219,0.433012701892219,0.144337567297406,0.288675134594813,0.288675134594813,0.288675134594813,0.318511028635303,0.378118838738763,-0.151247535495505,-0.220479275922049,-0.898717034272917,0.716649814429432,0.433012701892219,-0.866025403784439,0.866025403784439,0,-0.866025403784439,-0.144337567297406,-0.881917103688197,0.288675134594813,0.756237677477525,-0.433012701892219,0.60499014198202,-0.577350269189626,-0.152752523165195,-0.288675134594813,-0.288675134594813,-0.577350269189626,-0.433012701892219,-0.218465724376326,1,0.955533085905909,0.288675134594813
"pE.less.B",-0.428571428571429,-0.571428571428571,-0.180187492539112,-0.285714285714286,0.697216688778396,0.400066132099319,-0.709208143266975,-0.47286624374346,0.074848118856512,-0.400066132099319,-0.112272178284768,-0.636209010280352,-0.178571428571429,0.275333661830382,0.785714285714286,0.535714285714286,0.535714285714286,0.964285714285714,-0.495600591294688,1,0.721687836487032,1,0.678571428571429,-0.571428571428571,0.678571428571429,0.357142857142857,-0.5,-0.607142857142857,0.535714285714286,-0.285714285714286,-0.214285714285714,0.321428571428571,0.0357142857142857,0.714285714285714,0.714285714285714,0.714285714285714,0.256135882027708,0.673633069708608,-0.729769158850992,-0.709208143266975,-0.667124384994991,0.177324841403798,0.392857142857143,-0.75,0.642857142857143,-0.535714285714286,-0.607142857142857,-0.464285714285714,-0.454620604658317,-0.107142857142857,0.243256386283664,-0.285714285714286,-0.018712029714128,-0.214285714285714,0.170084012854152,0.25,-0.428571428571429,-0.571428571428571,-0.285714285714286,-0.558581226871247,0.721687836487032,0.571380044523348,0.392857142857143
"pP",-0.428571428571429,-0.678571428571429,-0.144149994031289,-0.571428571428571,0.358568582800318,0.145478593490662,-0.818317088384971,-0.768407646083123,0.261968415997792,-0.309142011167656,-0.598784950852096,-0.617496980566224,-0.357142857142857,-0.0550667323660764,0.928571428571429,0.678571428571429,0.678571428571429,0.571428571428571,-0.734223098214352,0.678571428571429,0.866025403784439,0.678571428571429,1,-0.5,1,0.821428571428571,-0.535714285714286,-0.75,0.642857142857143,-0.607142857142857,-0.642857142857143,0.142857142857143,-0.357142857142857,0.178571428571429,0.178571428571429,0.178571428571429,0.0788110406239101,0.224544356569536,-0.09356014857064,-0.163663417676994,-0.963624111659432,0.669893845303236,0.428571428571429,-0.964285714285714,0.571428571428571,-0.214285714285714,-0.75,0.107142857142857,-0.854686736757637,0.5,0.505224802281456,-0.75,0.37424059428256,-0.357142857142857,-0.510252038562457,-0.285714285714286,-0.428571428571429,-0.678571428571429,-0.571428571428571,-0.216224991046934,0.866025403784439,0.906326967174966,0.321428571428571
"pP.less.Leuc",0.0714285714285714,0.321428571428571,-0.270281238808668,0.178571428571429,-0.896421457000795,-0.363696483726654,0.709208143266975,0.47286624374346,-0.65492103999448,-0.0545544725589981,0.18712029714128,0.823329307421632,0.142857142857143,-0.183555774553588,-0.571428571428571,-0.0714285714285714,-0.0714285714285714,-0.428571428571429,0.679156365848276,-0.571428571428571,-0.866025403784439,-0.571428571428571,-0.5,1,-0.5,0.0714285714285714,0.964285714285714,0.75,-0.107142857142857,-0.357142857142857,0.107142857142857,-0.607142857142857,-0.607142857142857,-0.321428571428571,-0.321428571428571,-0.321428571428571,-0.47286624374346,-0.430376683424944,0.168408267427152,0.218217890235992,0.592999453328881,-0.571380044523348,-0.321428571428571,0.535714285714286,-0.928571428571429,-0.214285714285714,0.75,0.357142857142857,0.67283849489431,0,-0.804617277707504,0,-0.673633069708608,0.642857142857143,-0.245676907455998,0.214285714285714,0.0714285714285714,0.321428571428571,0.178571428571429,0.162168743285201,-0.866025403784439,-0.748704885927146,-0.178571428571429
"pP.less.Amph",-0.428571428571429,-0.678571428571429,-0.144149994031289,-0.571428571428571,0.358568582800318,0.145478593490662,-0.818317088384971,-0.768407646083123,0.261968415997792,-0.309142011167656,-0.598784950852096,-0.617496980566224,-0.357142857142857,-0.0550667323660764,0.928571428571429,0.678571428571429,0.678571428571429,0.571428571428571,-0.734223098214352,0.678571428571429,0.866025403784439,0.678571428571429,1,-0.5,1,0.821428571428571,-0.535714285714286,-0.75,0.642857142857143,-0.607142857142857,-0.642857142857143,0.142857142857143,-0.357142857142857,0.178571428571429,0.178571428571429,0.178571428571429,0.0788110406239101,0.224544356569536,-0.09356014857064,-0.163663417676994,-0.963624111659432,0.669893845303236,0.428571428571429,-0.964285714285714,0.571428571428571,-0.214285714285714,-0.75,0.107142857142857,-0.854686736757637,0.5,0.505224802281456,-0.75,0.37424059428256,-0.357142857142857,-0.510252038562457,-0.285714285714286,-0.428571428571429,-0.678571428571429,-0.571428571428571,-0.216224991046934,0.866025403784439,0.906326967174966,0.321428571428571
"pP.less.Allo",-0.392857142857143,-0.535714285714286,-0.270281238808668,-0.535714285714286,-0.199204768222399,-0.0363696483726654,-0.436435780471985,-0.63048832499128,-0.074848118856512,-0.327326835353989,-0.542648861709712,-0.130984207998896,-0.285714285714286,-0.14684461964287,0.678571428571429,0.714285714285714,0.714285714285714,0.321428571428571,-0.367111549107176,0.357142857142857,0.433012701892219,0.357142857142857,0.821428571428571,0.0714285714285714,0.821428571428571,1,0,-0.392857142857143,0.678571428571429,-0.928571428571429,-0.678571428571429,-0.178571428571429,-0.785714285714286,-0.0357142857142857,-0.0357142857142857,-0.0357142857142857,-0.177324841403798,-0.018712029714128,0.056136089142384,0,-0.704186850828046,0.433460723431505,0.321428571428571,-0.75,0.0714285714285714,-0.321428571428571,-0.392857142857143,0.357142857142857,-0.545544725589981,0.607142857142857,0.112272178284768,-0.857142857142857,0.074848118856512,0.0357142857142857,-0.755928946018455,-0.25,-0.392857142857143,-0.535714285714286,-0.535714285714286,-0.0720749970156447,0.433012701892219,0.571380044523348,0.25
"pP.less.LAA",0,0.357142857142857,-0.396412483586046,0.214285714285714,-0.776898596067356,-0.236402714422325,0.654653670707977,0.433460723431505,-0.804617277707504,-0.218217890235992,0.336816534854304,0.729769158850992,0,-0.110133464732153,-0.642857142857143,-0.107142857142857,-0.107142857142857,-0.321428571428571,0.752578675669711,-0.5,-0.866025403784439,-0.5,-0.535714285714286,0.964285714285714,-0.535714285714286,0,1,0.785714285714286,-0.25,-0.285714285714286,0.0714285714285714,-0.535714285714286,-0.5,-0.107142857142857,-0.107142857142857,-0.107142857142857,-0.571380044523348,-0.430376683424944,-0.018712029714128,0,0.630061919161936,-0.531974524211393,-0.464285714285714,0.571428571428571,-0.857142857142857,-0.142857142857143,0.785714285714286,0.321428571428571,0.67283849489431,0.0357142857142857,-0.879465396564016,0.0357142857142857,-0.673633069708608,0.571428571428571,-0.170084012854152,0.178571428571429,0,0.357142857142857,0.214285714285714,0.0360374985078224,-0.866025403784439,-0.788110406239101,-0.357142857142857
"pT",-0.178571428571429,0.178571428571429,-0.432449982093868,0,-0.657375735133917,-0.563729549776314,0.709208143266975,0.768407646083123,-0.673633069708608,-0.218217890235992,0.205832326855408,0.617496980566224,-0.107142857142857,-0.440533858928611,-0.821428571428571,-0.107142857142857,-0.107142857142857,-0.392857142857143,0.569022901116123,-0.607142857142857,-0.866025403784439,-0.607142857142857,-0.75,0.75,-0.75,-0.392857142857143,0.785714285714286,1,-0.571428571428571,0.107142857142857,0.0714285714285714,-0.214285714285714,-0.142857142857143,-0.142857142857143,-0.142857142857143,-0.142857142857143,-0.610785564835303,-0.542648861709712,0.056136089142384,0.109108945117996,0.815374248327211,-0.571380044523348,-0.714285714285714,0.857142857142857,-0.857142857142857,0,1,0.392857142857143,0.654653670707977,-0.25,-0.860753366849888,0.142857142857143,-0.580072921137968,0.535714285714286,0,0.392857142857143,-0.178571428571429,0.178571428571429,0,-0.216224991046934,-0.866025403784439,-0.906326967174966,-0.285714285714286
"pPT.H",0,-0.392857142857143,0.288299988062579,-0.214285714285714,0,0.163663417676994,-0.218217890235992,-0.453163483587483,0.355528564568432,0.20003306604966,-0.299392475426048,0.037424059428256,0.392857142857143,0.256978084375023,0.785714285714286,0.535714285714286,0.535714285714286,0.428571428571429,-0.293689239285741,0.535714285714286,0.433012701892219,0.535714285714286,0.642857142857143,-0.107142857142857,0.642857142857143,0.678571428571429,-0.25,-0.571428571428571,1,-0.678571428571429,-0.0714285714285714,0,-0.464285714285714,0,0,0,0.512271764055415,0.617496980566224,-0.09356014857064,0,-0.555936987495826,-0.039405520311955,0.857142857142857,-0.714285714285714,0.214285714285714,-0.678571428571429,-0.571428571428571,-0.321428571428571,-0.20003306604966,-0.0714285714285714,0.318104505140176,-0.357142857142857,-0.056136089142384,0.285714285714286,-0.13228756555323,0.214285714285714,0,-0.392857142857143,-0.214285714285714,0.0900937462695559,0.433012701892219,0.492569003899438,0.785714285714286
"pChi",0.428571428571429,0.5,0.360374985078224,0.5,0.418330013267038,0.145478593490662,0.163663417676994,0.39405520311955,0.299392475426048,0.363696483726654,0.411664653710816,-0.149696237713024,0.178571428571429,0.165200197098229,-0.5,-0.75,-0.75,-0.321428571428571,0.128489042187512,-0.285714285714286,-0.144337567297406,-0.285714285714286,-0.607142857142857,-0.357142857142857,-0.607142857142857,-0.928571428571429,-0.285714285714286,0.107142857142857,-0.678571428571429,1,0.571428571428571,0.25,0.892857142857143,0,0,0,0.256135882027708,0,0.056136089142384,0.0545544725589981,0.444749589996661,-0.0985138007798876,-0.25,0.535714285714286,0.214285714285714,0.535714285714286,0.107142857142857,-0.321428571428571,0.236402714422325,-0.392857142857143,0.205832326855408,0.785714285714286,0.243256386283664,-0.357142857142857,0.661437827766148,-0.0357142857142857,0.428571428571429,0.5,0.5,0.162168743285201,-0.144337567297406,-0.256135882027708,-0.321428571428571
"pD",0.785714285714286,0.714285714285714,0.630656223886891,0.857142857142857,0.0597614304667197,0.27277236279499,0.490990253030983,0.47286624374346,0.261968415997792,0.691023319080643,0.580072921137968,0.37424059428256,0.821428571428571,0.532311746205405,-0.357142857142857,-0.75,-0.75,-0.285714285714286,0.45888943638397,-0.214285714285714,-0.433012701892219,-0.214285714285714,-0.642857142857143,0.107142857142857,-0.642857142857143,-0.678571428571429,0.0714285714285714,0.0714285714285714,-0.0714285714285714,0.571428571428571,1,-0.214285714285714,0.428571428571429,-0.142857142857143,-0.142857142857143,-0.142857142857143,0.591082804679326,0.392952623996688,-0.018712029714128,0.109108945117996,0.518874521662771,-0.669893845303236,0.285714285714286,0.428571428571429,-0.107142857142857,-0.107142857142857,0.0714285714285714,-0.678571428571429,0.709208143266975,-0.678571428571429,0,0.928571428571429,-0.299392475426048,0.142857142857143,0.774827169668916,0.321428571428571,0.785714285714286,0.714285714285714,0.857142857142857,0.486506229855602,-0.433012701892219,-0.453163483587483,0.107142857142857
"pOligo",-0.214285714285714,-0.321428571428571,0.180187492539112,-0.357142857142857,0.478091443733758,0.27277236279499,-0.109108945117996,-0.334946922651618,0.318104505140176,-0.0181848241863327,0.149696237713024,-0.261968415997792,-0.107142857142857,0.183555774553588,0.142857142857143,0.25,0.25,0.357142857142857,-0.14684461964287,0.321428571428571,0.433012701892219,0.321428571428571,0.142857142857143,-0.607142857142857,0.142857142857143,-0.178571428571429,-0.535714285714286,-0.214285714285714,0,0.25,-0.214285714285714,1,0.607142857142857,0.5,0.5,0.5,0.31524416249564,0.430376683424944,-0.318104505140176,-0.327326835353989,-0.0370624658330551,0.23643312187173,0.142857142857143,-0.0714285714285714,0.571428571428571,0.178571428571429,-0.214285714285714,-0.321428571428571,-0.236402714422325,-0.214285714285714,0.392952623996688,0,0.542648861709712,0.0714285714285714,0.359066249358766,0.0714285714285714,-0.214285714285714,-0.321428571428571,-0.357142857142857,-0.342356235824312,0.433012701892219,0.256135882027708,0.214285714285714
"pChiO",0.321428571428571,0.321428571428571,0.414431232839957,0.357142857142857,0.657375735133917,0.418250956285652,0,0.0591082804679325,0.392952623996688,0.290957186981323,0.486512772567328,-0.299392475426048,0.142857142857143,0.385467126562535,-0.25,-0.535714285714286,-0.535714285714286,0,0.0550667323660764,0.0357142857142857,0.144337567297406,0.0357142857142857,-0.357142857142857,-0.607142857142857,-0.357142857142857,-0.785714285714286,-0.5,-0.142857142857143,-0.464285714285714,0.892857142857143,0.428571428571429,0.607142857142857,1,0.321428571428571,0.321428571428571,0.321428571428571,0.433460723431505,0.318104505140176,-0.205832326855408,-0.218217890235992,0.259437260831385,0.039405520311955,-0.0357142857142857,0.285714285714286,0.535714285714286,0.464285714285714,-0.142857142857143,-0.535714285714286,0.0727392967453308,-0.392857142857143,0.392952623996688,0.678571428571429,0.430376683424944,-0.321428571428571,0.755928946018455,-0.0357142857142857,0.321428571428571,0.321428571428571,0.357142857142857,0.0180187492539112,0.144337567297406,-0.0197027601559775,-0.178571428571429
"p1dom",-0.392857142857143,-0.214285714285714,-0.342356235824312,-0.0714285714285714,0.597614304667197,0.563729549776314,-0.327326835353989,-0.31524416249564,-0.355528564568432,-0.563729549776314,0.449088713139072,-0.392952623996688,-0.321428571428571,0.422178281473253,0.178571428571429,0.25,0.25,0.821428571428571,0.0734223098214352,0.714285714285714,0.288675134594813,0.714285714285714,0.178571428571429,-0.321428571428571,0.178571428571429,-0.0357142857142857,-0.107142857142857,-0.142857142857143,0,0,-0.142857142857143,0.5,0.321428571428571,1,1,1,-0.0197027601559775,0.505224802281456,-0.954313515420528,-0.981980506061966,-0.111187397499165,0.0197027601559775,-0.0714285714285714,-0.214285714285714,0.464285714285714,-0.214285714285714,-0.142857142857143,-0.464285714285714,-0.0727392967453308,-0.142857142857143,-0.130984207998896,0,-0.074848118856512,-0.0357142857142857,0.41576092031015,0.214285714285714,-0.392857142857143,-0.214285714285714,-0.0714285714285714,-0.648674973140802,0.288675134594813,0.0788110406239101,-0.107142857142857
"p2dom",-0.392857142857143,-0.214285714285714,-0.342356235824312,-0.0714285714285714,0.597614304667197,0.563729549776314,-0.327326835353989,-0.31524416249564,-0.355528564568432,-0.563729549776314,0.449088713139072,-0.392952623996688,-0.321428571428571,0.422178281473253,0.178571428571429,0.25,0.25,0.821428571428571,0.0734223098214352,0.714285714285714,0.288675134594813,0.714285714285714,0.178571428571429,-0.321428571428571,0.178571428571429,-0.0357142857142857,-0.107142857142857,-0.142857142857143,0,0,-0.142857142857143,0.5,0.321428571428571,1,1,1,-0.0197027601559775,0.505224802281456,-0.954313515420528,-0.981980506061966,-0.111187397499165,0.0197027601559775,-0.0714285714285714,-0.214285714285714,0.464285714285714,-0.214285714285714,-0.142857142857143,-0.464285714285714,-0.0727392967453308,-0.142857142857143,-0.130984207998896,0,-0.074848118856512,-0.0357142857142857,0.41576092031015,0.214285714285714,-0.392857142857143,-0.214285714285714,-0.0714285714285714,-0.648674973140802,0.288675134594813,0.0788110406239101,-0.107142857142857
"p5dom",-0.392857142857143,-0.214285714285714,-0.342356235824312,-0.0714285714285714,0.597614304667197,0.563729549776314,-0.327326835353989,-0.31524416249564,-0.355528564568432,-0.563729549776314,0.449088713139072,-0.392952623996688,-0.321428571428571,0.422178281473253,0.178571428571429,0.25,0.25,0.821428571428571,0.0734223098214352,0.714285714285714,0.288675134594813,0.714285714285714,0.178571428571429,-0.321428571428571,0.178571428571429,-0.0357142857142857,-0.107142857142857,-0.142857142857143,0,0,-0.142857142857143,0.5,0.321428571428571,1,1,1,-0.0197027601559775,0.505224802281456,-0.954313515420528,-0.981980506061966,-0.111187397499165,0.0197027601559775,-0.0714285714285714,-0.214285714285714,0.464285714285714,-0.214285714285714,-0.142857142857143,-0.464285714285714,-0.0727392967453308,-0.142857142857143,-0.130984207998896,0,-0.074848118856512,-0.0357142857142857,0.41576092031015,0.214285714285714,-0.392857142857143,-0.214285714285714,-0.0714285714285714,-0.648674973140802,0.288675134594813,0.0788110406239101,-0.107142857142857
"rich.SH",0.63048832499128,0.216730361715753,0.894648119048487,0.39405520311955,0.395628284037472,0.501607721190705,0.0300964632714423,-0.228260869565217,0.805194135539951,0.772475890633686,0.227106038229217,0.0103230017376917,0.788110406239101,0.658213083031873,0.354649682807595,-0.256135882027708,-0.256135882027708,0.0788110406239101,-0.0607581307414036,0.256135882027708,0.318511028635303,0.256135882027708,0.0788110406239101,-0.47286624374346,0.0788110406239101,-0.177324841403798,-0.571380044523348,-0.610785564835303,0.512271764055415,0.256135882027708,0.591082804679326,0.31524416249564,0.433460723431505,-0.0197027601559775,-0.0197027601559775,-0.0197027601559775,1,0.805194135539951,-0.0103230017376917,0.0902893898143269,-0.12267912301643,-0.152173913043478,0.866921446863011,-0.256135882027708,0.512271764055415,-0.15762208124782,-0.610785564835303,-0.807813166395078,0.0902893898143269,-0.47286624374346,0.670995112949959,0.492569003899438,0.289044048655367,0.039405520311955,0.594266080062663,0.118216560935865,0.63048832499128,0.216730361715753,0.39405520311955,0.457264594180338,0.318511028635303,0.304347826086957,0.571380044523348
"rich.CG",0.224544356569536,-0.056136089142384,0.490915692832085,0.205832326855408,0.521853575904291,0.619300446347949,-0.114332390095006,-0.30969005213075,0.401960784313726,0.295358674412099,0.343137254901961,-0.0980392156862745,0.542648861709712,0.721287232605769,0.486512772567328,0.09356014857064,0.09356014857064,0.598784950852096,-0.0192343262028205,0.673633069708608,0.378118838738763,0.673633069708608,0.224544356569536,-0.430376683424944,0.224544356569536,-0.018712029714128,-0.430376683424944,-0.542648861709712,0.617496980566224,0,0.392952623996688,0.430376683424944,0.318104505140176,0.505224802281456,0.505224802281456,0.505224802281456,0.805194135539951,1,-0.568627450980392,-0.457329560380024,-0.194183909345154,-0.258075043442292,0.767193218279248,-0.392952623996688,0.542648861709712,-0.505224802281456,-0.542648861709712,-0.916889455992272,0.0952769917458382,-0.542648861709712,0.362745098039216,0.299392475426048,0,0.18712029714128,0.653497378364605,0.392952623996688,0.224544356569536,-0.056136089142384,0.205832326855408,-0.037762745602468,0.378118838738763,0.258075043442292,0.598784950852096
"rich.SC",0.355528564568432,0.18712029714128,0.349305396822829,-0.018712029714128,-0.50097943286812,-0.485912657903775,0.228664780190012,0.134199022589992,0.42156862745098,0.52402345460211,-0.46078431372549,0.264705882352941,0.168408267427152,-0.423155176462051,-0.168408267427152,-0.243256386283664,-0.243256386283664,-0.84204133713576,-0.134640283419744,-0.729769158850992,-0.151247535495505,-0.729769158850992,-0.09356014857064,0.168408267427152,-0.09356014857064,0.056136089142384,-0.018712029714128,0.056136089142384,-0.09356014857064,0.056136089142384,-0.018712029714128,-0.318104505140176,-0.205832326855408,-0.954313515420528,-0.954313515420528,-0.954313515420528,-0.0103230017376917,-0.568627450980392,1,0.97182531580755,0.0388367818690309,0.227106038229217,0.018712029714128,0.168408267427152,-0.299392475426048,0.449088713139072,0.056136089142384,0.542648861709712,-0.104804690920422,0.318104505140176,0.284313725490196,-0.074848118856512,0.343137254901961,-0.09356014857064,-0.48517229605857,-0.430376683424944,0.355528564568432,0.18712029714128,-0.018712029714128,0.651407361642574,-0.151247535495505,0.06193801042615,-0.018712029714128
"rich.SC.less.E",0.381881307912987,0.163663417676994,0.412861411922385,0,-0.547722557505166,-0.555555555555556,0.333333333333333,0.270868169442981,0.457329560380024,0.611111111111111,-0.457329560380024,0.371580267808769,0.327326835353989,-0.420579115569033,-0.163663417676994,-0.218217890235992,-0.218217890235992,-0.818317088384971,-0.112154430818409,-0.709208143266975,-0.220479275922049,-0.709208143266975,-0.163663417676994,0.218217890235992,-0.163663417676994,0,0,0.109108945117996,0,0.0545544725589981,0.109108945117996,-0.327326835353989,-0.218217890235992,-0.981980506061966,-0.981980506061966,-0.981980506061966,0.0902893898143269,-0.457329560380024,0.97182531580755,1,0.11322770341446,0.0300964632714423,0.109108945117996,0.218217890235992,-0.381881307912987,0.27277236279499,0.109108945117996,0.436435780471985,0.0277777777777778,0.109108945117996,0.228664780190012,0,0.20008168266626,0.0545544725589981,-0.375277674973257,-0.218217890235992,0.381881307912987,0.163663417676994,0,0.633054164947657,-0.220479275922049,-0.0300964632714423,0.163663417676994
"rich.CF",0.333562192497496,0.592999453328881,0.0934946990008457,0.444749589996661,-0.475466482591966,-0.150970271219279,0.905821627315677,0.695181697093101,-0.349531036821278,0.245326690731329,0.621388509904494,0.737898855511587,0.333562192497496,0.0571454488319594,-0.926561645826376,-0.518874521662771,-0.518874521662771,-0.518874521662771,0.819084766591419,-0.667124384994991,-0.898717034272917,-0.667124384994991,-0.963624111659432,0.592999453328881,-0.963624111659432,-0.704186850828046,0.630061919161936,0.815374248327211,-0.555936987495826,0.444749589996661,0.518874521662771,-0.0370624658330551,0.259437260831385,-0.111187397499165,-0.111187397499165,-0.111187397499165,-0.12267912301643,-0.194183909345154,0.0388367818690309,0.11322770341446,1,-0.695181697093101,-0.407687124163606,0.963624111659432,-0.630061919161936,0.14824986333222,0.815374248327211,-0.0741249316661101,0.886950343413267,-0.481812055829716,-0.582551728035463,0.630061919161936,-0.388367818690309,0.555936987495826,0.451067110817823,0.333562192497496,0.333562192497496,0.592999453328881,0.444749589996661,0.149591518401353,-0.898717034272917,-0.94053994312596,-0.259437260831385
